source,author,title,description,publishedAT,content
geekparknet,,158 亿，比亚迪完成史上最大收购；传 openai 与「iphone 之父」合作 ai 硬件；meta 发 499 美元新 vr 头显 ｜ 极客早知道,openai ceo altman 与前苹果首席设计师重磅携手 9 月 27 日，据外媒援引知情人士消息称，openai ceo sam altman 正在和被誉为「iphone 之父」的前苹果首席设计师 jony ive 携手，准备推出全新的 ai 硬件产品。知情人士称，软银 ceo 孙正义也与两人私下接触，但目前尚不清楚孙正义是否会继续参与。 报道中并未透露关于这款「ai 硬件」的外观和用途，知情人士称，双方的合作希望为「人工智能时代创造一种新硬件」，所以市场推测，这款全新的产品将是 arm 的芯片、苹果的硬…,2023-09-28T00:41:12Z,openai ceo altman 9 27 openai ceo sam altman iphone jony ive ai ceo ai arm openai openai 800 900 3 290 openai spacex 158 jabil 9 27 2023 9 26 jabil inc jabil circuit (singapore) pte ltd 1… [+996 chars]
le huffpost,"maxime birken, avec afp","keynote : apple dévoile liphone 15, muni un port de chargement universel usb-c","contrainte de sadapter aux nouvelles règles de lunion européenne, la marque apple a choisi de prendre les devants en passant au chargeur universel avec son nouveau modèle de smartphone",2023-09-12T18:14:39Z,"nic coury / afptim cook, chief executive officer of apple inc, speaks tim cook, pdg dapple, lors dulancement du nouvel apple iphone 15 à lapple park de cupertino, en californie, le 12 septembre 2023… [+1809 chars]"
hdblogit,NA,apple finisce in tribunale con l'accusa di monopolio nei pagamenti digitali,e non è la prima volta,2023-09-28T15:25:00Z,apple dovrà difendersi in tribunale dall'accusa di ostacolare la concorrenza nel settore dei pagamenti digitali la causa è stata intentata da alcuni emittenti di carte di credito* che reputano la so… [+2013 chars]
biztoccom,aolcom,warren buffett's company dumps another 5 million shares of printer maker hp,investors soon won't be able to follow warren buffett's every move in hp's stock if the billionaire's company keeps selling off shares of the printer and computer maker berkshire hathaways ownership of hp inc is about to drop below 10% after it sold nearly…,2023-10-03T17:38:24Z,investors soon won't be able to follow warren buffett's every move in hp's stock if the billionaire's company keeps selling off shares of the printer and computer makerberkshire hathaways ownership … [+269 chars]
asciijp,ascii,「バイオハザード」シリーズがiphone 15 proをはじめとした最新のappleデバイスに登場！,2023年9月13日、カプコンは、電撃発表されたiphone 15 proへ向けて『バイオハザード re:4』と『バイオハザード ヴィレッジ』を年内に発売すると発表。両タイトルは、m1チップ以降を搭載したすべてのipadとmacでも楽しめる。,2023-09-13T09:15:00Z,913iphone 15 pro re:4 2023 iphone 15 proiphone 15 pro maxm1ipadmacapple idiphoneipadmac bluetooth iphone 15 pro re:4ipadmac maciosmac iphoneipad iphone 15 proa17 proaaametalfx upscalinghdrm1ip… [+1339 chars]
yahoo entertainment,"gregory korte, annmarie hordern and joe mathieu","mike pence pushes ban on tiktok, calling it a communist platform","(bloomberg) -- former vice president mike pence said the us should ban tiktok, calling it a platform that allowed the chinese government to obtain data on",2023-09-15T22:20:48Z,"(bloomberg) -- former vice president mike pence said the us should ban tiktok, calling it a platform that allowed the chinese government to obtain data on americans without their knowledge most rea… [+3302 chars]"
timblog,tim ferriss,"sam corcos, co-founder of levels — the ultimate guide to virtual assistants, 10x delegation, and winning freedom by letting go (plus: creating leverage with tools, systems, and processes) (#694)","interview with sam corcos on the tim ferriss show podcast the post sam corcos, co-founder of levels — the ultimate guide to virtual assistants, 10x delegation, and winning freedom by letting go (plus: creating leverage with tools, systems, and processes) (#6…",2023-09-21T00:37:35Z,"illustration via 99designs “a lack of communication is a lack of performance” sam corcos sam corcos (@samcorcos) is the ceo and co-founder of levels, an a16z-backed startup that shows you how fo… [+13839 chars]"
yahoo entertainment,gurufocus research,apple inc (aapl): a deep dive into its financial metrics and competitive strengths,unpacking the growth and competitive edges of apple inc (aapl),2023-09-20T17:03:33Z,"apple inc (nasdaq:aapl) has recently been in the spotlight, drawing interest from investors and financial analysts due to its robust financial stance with shares currently priced at $17708, apple i… [+5088 chars]"
business insider,"sarah saril,ben blanchet",sling tv review: essential cable channels for cord cutters on a budget,"sling tv doesn't have as many channels as pricier options, but its plans still offer plenty of popular networks for anyone looking to ditch cable",2023-09-27T22:27:55Z,"when you buy through our links, insider may earn an affiliate commission learn more sling tv is one of the best live tv streaming services you can sign up for without breaking the bank with plans … [+10448 chars]"
business insider,"hillary hoffower,taylor nicole rogers,kylie kirschner","the frugal life of warren buffett: how the billionaire spends his fortune, from mcdonald's breakfasts to a rare and 'indefensible' splurge","discover how warren buffett spends his multibillion-dollar fortune and amassed his $134 billion net worth, which grew by over $16 billion this year",2023-09-20T18:55:41Z,"warren buffett's net worth has ballooned over $16 billion this year, as of september 20, 2023getty <ul> <li>berkshire hathaway ceo and chairman warren buffett's net worth is now an estimated $124 b… [+11228 chars]"
forbes,NA,apple shares down while consumer prices are up,an uninspiring apple event and disappointing earnings from oracle sent stocks lower tuesday,2023-09-13T13:38:54Z,apple unveiled the latest iphone at their annual event on tuesday (photo by scott barbour/getty [+] images) getty images key takeaways <ul><li>cpi mixed</li><li>appleaapl event lacks excite… [+4134 chars]
3dnewsru,,"gartner: в третьем квартале рынок пк упал на 9 %, но должен вернуться к росту в четвёртом","подводя предварительные итоги минувшего квартала, специалисты gartner установили, что в прошедшем периоде объёмы поставок пк сократились на 9 %, и отрицательная динамика наблюдается уже восемь кварталов подряд, но в четвёртом квартале рынок вернётся к росту, …",2023-10-10T03:44:00Z,", gartner , 9 %, , , 4,9 % : sk hynix , 9 % 64,2 , windows, macos chrome os gartner, , , , , , gartner, windows 11 , lenovo 4,4 % , 23,9 25,1 % hp inc, ( 6,4 %), 18 21 % dell 16,1 %, … [+172 chars]"
yahoo entertainment,"gregory korte, annmarie hordern and joe mathieu","pence pushes ban on tiktok, calling it communist platform","(bloomberg) -- former vice president mike pence said the us should ban tiktok, calling it a platform that allowed the chinese government to obtain data on",2023-09-15T23:58:36Z,"(bloomberg) -- former vice president mike pence said the us should ban tiktok, calling it a platform that allowed the chinese government to obtain data on americans without their knowledge most rea… [+3302 chars]"
forbes,NA,apple: streamlining sustainability for every buyer's perfect product,"apples sustainability goals take shape in its first carbon-neutral product, this article explains why it matters",2023-09-14T18:40:18Z,"the apple watch ultra 2 is displayed during an event at apple park campus in cupertino, california, [+] us, on tuesday, sept 12, 2023 apple inc introduced its latest iphones at an event tuesda… [+7243 chars]"
famitsucom,ソムタム田井,ios版『バイオ ヴィレッジ』『re:4』インタビュー。狙いは新規市場の開拓。ユーザーからのフィードバックを活かし、さらなる完成度の向上を目指す【tgs2023】,iphone／ipad版『バイオハザード ヴィレッジ』の発売日が2023年 10月30日（月）に決定。また年内には『バイオハザード re:4』も同様の形式でリリースされることが明らかに！ これらの開発の経緯を、インタビュー形式で開発陣にうかがった。,2023-09-24T15:00:00Z,"(c)capcom co, ltd 2021, 2022 all rights reserved(c)capcom co, ltd 2005, 2023 all rights reservediphonemacipad proipad airapple inc(c) 2023 apple inc all rights reserved"
forbes,NA,"apple exclusive leaks all-new iphone 15, iphone 15 pro upgrades",the last secrets of apple's iphone 15 and iphone 15 pro release have been revealed,2023-09-12T10:18:50Z,apple iphone 15 pro max render based on multiple leaks technizo concept 09/12 update below this post was originally published on september 9 leaks have exposed almost every detail of apples immin… [+6062 chars]
yahoo entertainment,mark gurman,"apple unveils iphone 15, with heftier price for top model","(bloomberg) -- apple inc introduced its latest iphones at an event tuesday, banking on new materials, camera upgrades and improved performance to coax back ",2023-09-12T18:24:52Z,"(bloomberg) -- apple inc introduced its latest iphones at an event tuesday, banking on new materials, camera upgrades and improved performance to coax back consumers in a sluggish smartphone market… [+3912 chars]"
yahoo entertainment,mark gurman,apple taps new chief for team developing watchs glucose tracker,"(bloomberg) -- apple inc has named a new leader for its secret group working on a noninvasive blood sugar monitor, putting a veteran iphone and mac chip",2023-09-14T19:03:37Z,"(bloomberg) -- apple inc has named a new leader for its secret group working on a noninvasive blood sugar monitor, putting a veteran iphone and mac chip executive in charge of one of the companys mo… [+2849 chars]"
roomiejp,machi-ya commerce（かいサポ）,ipadやタブレットを好みの高さで設置。マルチポート拡張に対応の多機能スタンド,※こちらは「かいサポ（お買いものサポーターチーム）」が編集・執筆した記事です。 photographed by rutawa japan inc 仕事や趣味で活躍するタブレットのポテンシャルを解き放つ多機能スタンドの登場です。 machi-yaでプロジェクトを展開するのは、自由回転式で高さ調整も自在な「maghub 3」。 マルチポート8in1ハブを搭載したこのプロダクトが、あらゆる,2023-09-23T03:45:21Z,photographed by rutawa japan inc machi-yamaghub 3 8in1maghub 3 maghub 3 360° 8in1 maghub 3 usb type-c21usb pdusb type-a2micro usb hdmi ipadsurface47129iphone apple pencil maghub 3machi-y… [+8 chars]
yahoo entertainment,todd shields,duckduckgo ceo says it takes ‘too many steps to switch from google,"(bloomberg) -- duckduckgo, a privacy-centric search engine founded about 15 years ago, has languished with a small market share as consumers face",2023-09-21T16:18:10Z,"(bloomberg) -- duckduckgo, a privacy-centric search engine founded about 15 years ago, has languished with a small market share as consumers face difficulties switching from google when the behemoth … [+2587 chars]"
cbs news,NA,"apple unveils iphone 15, features usb-c charging and periscope lens","apple lifted the curtain on their newest products tuesday at the 2023 apple event, including the newest iphone cbs news correspondent elise preston has the details",2023-09-12T19:16:02Z,"watch cbs news copyright ©2023 cbs interactive inc all rights reserved get browser notifications for breaking news, live events, and exclusive reporting not nowturn on"
yahoo entertainment,subrat patnaik and carmen reinicke,apples iphone reveals are often a dip buyers dream,"apple incs iphone debuts have historically been a sell-the-news event for the stock, but the weeks following often provide an even better opportunity to",2023-09-12T09:24:18Z,"apple incs iphone debuts have historically been a sell-the-news event for the stock, but the weeks following often provide an even better opportunity to buy the dip most read from bloomberg over … [+4131 chars]"
yahoo entertainment,upwallstreet,banks unite to combat big tech under their turf,as apple inc (nasdaq: aapl) and alphabet (nasdaq: goog)(nasdaq: googl)-owned google penetrated into financial service and realized significant gains with,2023-09-18T17:19:02Z,"as apple inc (nasdaq: aapl) and alphabet (nasdaq: goog)(nasdaq: googl)-owned google penetrated into financial service and realized significant gains with mobile wallets, americas biggest banks have j… [+3554 chars]"
yahoo entertainment,mark gurman,apple tech support staff urged to stay mum on iphone 12 radiation issue,"(bloomberg) -- apple inc, facing a controversy in france over the iphone 12s radiation levels, has advised tech-support staff not to volunteer any",2023-09-14T22:26:49Z,"(bloomberg) -- apple inc, facing a controversy in france over the iphone 12s radiation levels, has advised tech-support staff not to volunteer any information when consumers ask about the issue mo… [+1735 chars]"
yahoo entertainment,leah nylen and dina bass,microsoft considered investing billions in apple to compete with google search,(bloomberg) -- microsoft corp weighed investing multiple billions in a deal with apple inc in 2016 to make its bing search engine the default on the safari,2023-09-28T15:59:08Z,(bloomberg) -- microsoft corp weighed investing multiple billions in a deal with apple inc in 2016 to make its bing search engine the default on the safari browser and better compete with alphabet … [+1640 chars]
yahoo entertainment,leah nylen,"google lost map traffic with apple maps switch on iphones, executive says","(bloomberg) -- two years after apple inc dropped google maps as its default service on iphones in favor of its own app, google had regained only 40% of the ",2023-09-20T00:16:02Z,"(bloomberg) -- two years after apple inc dropped google maps as its default service on iphones in favor of its own app, google had regained only 40% of the mobile traffic it used to have on its mapp… [+2071 chars]"
yahoo entertainment,ryan vlastelica,microsoft eyes apples spot as worlds largest stock,microsoft corp is narrowing the gap with apple inc in the stock market as investors see better growth and far less china risk in the software giant,2023-09-19T11:11:03Z,"microsoft corp is narrowing the gap with apple inc in the stock market as investors see better growth and far less china risk in the software giant most read from bloomberg the redmond, washingt… [+5867 chars]"
yahoo entertainment,mark gurman,apples iphone price bump is part of subtle revenue-boosting strategy,"(bloomberg) -- apple inc enacted its long-awaited iphone price increase with as much subtlety as possible, part of an effort to wring more money from",2023-09-13T00:48:21Z,"(bloomberg) -- apple inc enacted its long-awaited iphone price increase with as much subtlety as possible, part of an effort to wring more money from consumers without triggering sticker shock mos… [+3834 chars]"
cbs news,NA,apple pushes out software update to address overheating in new iphone 15,"apple on wednesday released a software update designed to address reports that the new iphone 15 experiences overheating apple had said the overheating issue was possibly linked to the use of certain apps, including uber and instagram",2023-10-04T23:52:00Z,"watch cbs news copyright ©2023 cbs interactive inc all rights reserved get browser notifications for breaking news, live events, and exclusive reporting not nowturn on"
vedomostiru,"илья лакстыгал, екатерина кинякина",цру и фбр получат закрытый аналог chatgpt для работы с открытыми источниками,"технологии уже готовы, но риски использования ии спецслужбами для граждан сохраняются",2023-09-27T22:50:52Z,"() chatgpt, enterprise , , , , openai inc , , , « , , », ( bloomberg) , , , , , , transformer , , , , , , « , : , , , », chatgpt , it- « » , , , , «» , , « « », , , , ,… [+231 chars]"
