source,author,title,description,publishedAT,content
cbs news,NA,10/4: cbs evening news,"steve scalise, jim jordan to run for house speaker; apple pushes out software update to address overheating in new iphone 15",2023-10-05T04:01:44Z,"watch cbs news copyright ©2023 cbs interactive inc all rights reserved get browser notifications for breaking news, live events, and exclusive reporting not nowturn on"
moneycontrol,reuters,"wall street closes lower after fed holds rates steady, warns of higher for longer","all three major us stock indexes retreated in the wake of announcement, with interest rate sensitive megacap stocks microsoft corp (msfto), apple inc (aaplo) and nvidia corp (nvdao) pulling the nasdaq down most",2023-09-21T00:39:38Z,"us stocks slumped on wednesday after the us federal reserve held key interest rates unchanged as widely expected, and revised economic projections higher with warnings that the battle against inf… [+3119 chars]"
cbs news,NA,"new iphone, charger expected to be unveiled tuesday at apple event","apple will hold its annual september event tuesday in california and they're expected to reveal the iphone 15 among other new product announcements bridget carey, principal video producer for cnet, joined cbs news to discuss some of the expected new gadgets …",2023-09-12T16:33:43Z,"watch cbs news copyright ©2023 cbs interactive inc all rights reserved get browser notifications for breaking news, live events, and exclusive reporting not nowturn on"
cbs news,NA,usher on performing at the apple super bowl lviii halftime show,"eight-time grammy winner usher joins ""cbs mornings"" to discuss performing at the apple music super bowl lviii halftime show in las vegas on february 11, 2024 usher discusses what he has planned for the show, what it means to take one of the world's biggest s…",2023-09-25T13:52:14Z,"watch cbs news copyright ©2023 cbs interactive inc all rights reserved get browser notifications for breaking news, live events, and exclusive reporting not nowturn on"
digitimes,NA,"google, meta and apple set to win us approval for virtual reality devices","alphabet inc's google, apple inc and meta platforms inc are on the verge of winning approval from us regulators to deploy a new set of mobile virtual and augmented reality devices, including goggles and in-car connections",2023-09-28T08:40:14Z,save my user id and password some subscribers prefer to save their log-in information so they do not have to enter their user id and password each time they visit the site to activate this function… [+307 chars]
forbes,NA,qualcomm powers next-gen spatial computing with xr2 gen 2 and ar1 gen 1 platforms,"tprincipal analyst, mobility & vr, anshel sag, shares his thoughts on qualcomm's xr gen 2 and ar gen 1 platforms",2023-09-27T18:00:00Z,"a qualcomm snapdragon xr2 gen 2 chip anshel sag the extended reality (xr) space continues to grow, especially after apples recent validation of the market with its announcement of the apple vision … [+11740 chars]"
onmsft,priya walia,microsoft ceo satya nadella to testify in us antitrust trial against google,"microsoft ceo satya nadella is set to testify today, october 2nd, as part of the us justice departments antitrust trial against google the department of justice alleges that google illegally paid $10 billion annually to smartphone makers and wireless carrie…",2023-10-02T13:34:25Z,"microsoft ceo satya nadella is set to testify today, october 2nd, as part of the us justice departments antitrust trial against google the department of justice alleges that google illegally paid $… [+2390 chars]"
ozbargaincomau,berick,3 months free apple tv+ for 2018-2023 lg 4k/8k smart tv models (new subs),"my apple tv+ subscription expired a few days ago and i resubscribed using this deal, so it should work for returning subscribers as well terms and conditions: offer ends 12/11/2023 offer available on 2018-2023 lg 4k and 8k smart tv models in the apple tv a…",2023-09-23T21:36:53Z,"my apple tv+ subscription expired a few days ago and i resubscribed using this deal, so it should work for returning subscribers as well terms and conditions:offer ends 12/11/2023 offer available … [+568 chars]"
computerworld,jonny evans,zero trust and why it matters to the apple enterprise,"once upon a time, digital business sat inside the security perimeter devices were kept in offices, shared the same network, and were protected by antivirus software, firewalls, and software updates this system wasnt perfect and became increasingly speciali…",2023-10-03T14:35:00Z,"once upon a time, digital business sat inside the security perimeter devices were kept in offices, shared the same network, and were protected by antivirus software, firewalls, and software updates… [+5216 chars]"
yahoo entertainment,arpit nayak,"apple, dell get a breather as india said to mull softer stand on tech imports for now","this story was first published on the benzinga india portal the indian government is contemplating a new registration regime for imported it hardware, a",2023-09-12T12:22:55Z,"this story was first published on the benzinga india portal the indian government is contemplating a new registration regime for imported it hardware, a move with potential benefits for multination… [+1818 chars]"
yahoo entertainment,mark gurman,"meta rolls out higher-priced quest 3 headset, just ahead of apples vision pro","(bloomberg) -- meta platforms inc is introducing its latest lineup of head-worn devices, staking fresh claim to the virtual- and augmented-reality industry ",2023-09-27T17:05:18Z,"(bloomberg) -- meta platforms inc is introducing its latest lineup of head-worn devices, staking fresh claim to the virtual- and augmented-reality industry just ahead of apple inc pushing into the … [+3902 chars]"
aol,associated press,warren buffett's berkshire hathaway keeps selling off its hp shares at a loss this week,warren buffett's berkshire hathaway continued selling off more of its hp inc shares at a loss this week and dropped its stake below 10% of the printer and,2023-10-06T19:51:20Z,warren buffett's berkshire hathaway continued selling off more of its hp inc shares at a loss this week and dropped its stake below 10% of the printer and computer maker berkshire said in a filing… [+2195 chars]
yahoo entertainment,gurufocus research,apple (aapl): a comprehensive analysis of its market value,is apple's stock fairly valued? an in-depth look at its financial performance and growth prospects,2023-09-14T15:49:29Z,"apple inc (nasdaq:aapl) has seen a daily gain of 034%, but a 3-month loss of -478% with an earnings per share (eps) (eps) of 595, the question arises: is the stock fairly valued? this article aim… [+3690 chars]"
computerworld,jonny evans,when will apple open its first african retail store?,"apple takes emerging markets seriously as the tech giant seeks to build foundations from which to achieve future growth, it is taking position in those markets just look at the rollout since 2019 — even during covid — apple has continued to expand the nu…",2023-10-10T14:26:00Z,"apple takes emerging markets seriously as the tech giant seeks to build foundations from which to achieve future growth, it is taking position in those markets just look at the rollout since 201… [+7444 chars]"
computerworld,matthew finnegan,"idc: ar/vr headset sales slide, could rebound with apple, meta device launches","sales of augmented and virtual reality (ar and vr) headsets continue to decline sharply due to weak economic conditions and aging product lines, according to idc but upcoming device launches from vendors such as meta and apple could help drive a rebound late…",2023-09-20T16:22:00Z,"sales of augmented and virtual reality (ar and vr) headsets continue to decline sharply due to weak economic conditions and aging product lines, according to idc but upcoming device launches from ve… [+2983 chars]"
yahoo entertainment,simply wall st,"institutional investors in apple inc (nasdaq:aapl) see us$136b decrease in market cap last week, although long-term gains have benefitted them","key insights given the large stake in the stock by institutions, apple's stock price might be vulnerable to their",2023-09-14T13:00:29Z,"key insights <ul><li>given the large stake in the stock by institutions, apple's stock price might be vulnerable to their trading decisions </li><li>40% of the business is held by the top 25 shareh… [+5361 chars]"
cbs news,NA,new features in apple's ios 17 update: what to know,"apple's ios 17 update is now available to download for newer apple devices, just days before the iphone 15 is set to hit store shelves cnet host abrar al-heeti joined cbs news to talk about what's new in the update",2023-09-19T21:10:00Z,"watch cbs news copyright ©2023 cbs interactive inc all rights reserved get browser notifications for breaking news, live events, and exclusive reporting not nowturn on"
yahoo entertainment,ville heiskanen,"iphone maker foxconn aims to double india investment, employment","(bloomberg) -- apple inc partner foxconn technology group plans to double its investment and employment in india, highlighting an accelerating manufacturing",2023-09-18T01:32:23Z,"(bloomberg) -- apple inc partner foxconn technology group plans to double its investment and employment in india, highlighting an accelerating manufacturing shift away from china as washington-beiji… [+1631 chars]"
yahoo entertainment,ian king,micron set to test resolve of fed-rattled traders,(bloomberg) -- micron technology inc is set to provide one of the first tests for investors hoping that tech earnings will rescue a stock market in,2023-09-27T10:10:43Z,(bloomberg) -- micron technology inc is set to provide one of the first tests for investors hoping that tech earnings will rescue a stock market in freefall most read from bloomberg the memory ch… [+4997 chars]
yahoo entertainment,ryan vlastelica and carmen reinicke,china becoming third rail for us megacap investors,(bloomberg) -- a resurgence of geopolitical tensions with china has some investors steering clear of megacap tech stocks exposed to the worlds second,2023-09-14T13:44:25Z,(bloomberg) -- a resurgence of geopolitical tensions with china has some investors steering clear of megacap tech stocks exposed to the worlds second-largest economy most read from bloomberg with … [+4737 chars]
yahoo entertainment,maleha afzal,40 best selling items on ebay in 2023,"this article will look at the 40 best selling items on ebay in 2023 if you wish to skip our detailed analysis of the most popular e-commerce platforms, you ",2023-09-28T13:56:47Z,"this article will look at the 40 best selling items on ebay in 2023 if you wish to skip our detailed analysis of the most popular e-commerce platforms, you can go to the 10 best selling items on eba… [+14680 chars]"
redmondpiecom,oliver haslam,how to turn usb-c ipad into a hdmi monitor,"here's how to turn your usb-c ipad into a hdmi monitor for connecting devices like playstation, xbox or just about anything that supports hdmi the post how to turn usb-c ipad into a hdmi monitor first appeared on redmond pie",2023-09-22T12:31:13Z,"heres how to turn your usb-c ipad into a hdmi monitor for connecting devices like playstation, xbox or just about anything that supports hdmi if youve ever looked at your ipad and wished that it … [+1440 chars]"
yahoo entertainment,vlad savov and ailing tan,apples taiwan suppliers resume double-digit decline in august,(bloomberg) -- apple incs major suppliers in taiwan suffered another double-digit sales decline in august as weak consumer demand dragged down the wider,2023-09-21T03:10:44Z,(bloomberg) -- apple incs major suppliers in taiwan suffered another double-digit sales decline in august as weak consumer demand dragged down the wider electronics industry most read from bloombe… [+1586 chars]
computerworld,jonny evans,california's apple-backed right to repair act is the future of tech,"apple surprised us all when it pivoted to support californias right to repair act, which was signed into law this week the sb 244 act, which comes into effect on july 1, 2024, seems likely to have an international effect making ithings last longer the n…",2023-10-11T13:32:00Z,"apple surprised us all when it pivoted to support californias right to repair act, which was signed into law this week the sb 244 act, which comes into effect on july 1, 2024, seems likely to have a… [+5408 chars]"
yahoo entertainment,sankalp phartiyal,xiaomi supplier to open smartphone plant as india pushes local,"(bloomberg) -- xiaomi inc supplier dixon technologies india ltd is set to open a massive new factory on the outskirts of new delhi, as india pushes chinese",2023-09-15T03:31:59Z,"(bloomberg) -- xiaomi inc supplier dixon technologies india ltd is set to open a massive new factory on the outskirts of new delhi, as india pushes chinese tech firms to use local assembly partners… [+2188 chars]"
